project,text,actual_types,predicted_types,preprocessed_tokens
10,The product shall maintain the status of each player for a turn either offensive or defensive.,functional,functional,maintain statu player turn either offens defens
10,At the start of each turn the product shall notify each player of his or her status.,functional,functional,start turn notifi player statu
10,For each turn the product shall allow the offensive player to define a shot.,functional,functional,turn allow offens player defin shot
10,For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,functional,functional,shot examin defens grid defens player determin whether shot hit miss
10,For each shot the product shall notify the players whether the shot was a hit or miss.,functional,functional,shot notifi player whether shot hit miss
10,For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,functional,functional,shot mark shot hit miss defens grid defens player
10,For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,functional,functional,shot mark shot hit miss offens grid offens player
10,When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,functional,functional,hit result sink ship notifi player ship sunk
10,When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.,functional,functional,hit result sink ship mark ship sunk defens grid defens player
10,When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,functional,functional,hit result sink ship indic type ship sunk defens grid defens player
10,When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.,functional,functional,hit result sink ship mark ship sunk offens grid offens player
10,If the shot was marked as a hit the product shall allow the offensive player to define a shot.,functional,functional,shot mark hit allow offens player defin shot
10,If the shot was marked as a miss the product shall change the status of the offensive player to defensive,functional,functional,shot mark miss chang statu offens player defens
10,If the shot was marked as a miss the product shall change the status of the defensive player to offensive,functional,functional,shot mark miss chang statu defens player offens
10,The product shall continue to assign turns until the game is ended.,functional,functional,continu assign turn game end
10,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.,functional,functional,end game hit offens player result sink last defens player ship previous mark sunk
10,The product shall allow a player to end a game at any time during the game.,functional,availability|performance,allow player end game time game
10,When a game is ended the product shall notify the players that the game is ended.,functional,functional,game end notifi player game end
10,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,functional,functional,notif game end includ reason game end e player game player end game
10,When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.,functional,availability,game end allow player identifi avail player list player
10,When a game is ended the product shall allow each player to remove himself or herself from the list of players.,functional,functional,game end allow player remov list player
